-3116.280000000000,-3386.790000000000,-3019.320000000000,-3783.200000000000,-3823.980000000000,-4221.990000000000,-4092.630000000000,-4099.700000000000,-4081.600000000000,-4190.840000000000,-4788.190000000000,-4561.250000000000,-4405.710000000000,-4627.030000000000,-4745.800000000000,-4687.610000000000,-4890.920000000000,-4727.530000000000,-4621.570000000000,-4846.710000000000,-4749.570000000000,-4835.660000000000,-4677.820000000000,-4655.240000000000,-4869.480000000000,-4934.770000000000,-4793.990000000000,-4467.190000000000,-3865.380000000000,-4323.440000000000,-4750.150000000000,-4405.480000000000,-4049.360000000000,-3869.700000000000,-4091.700000000000,-3779.310000000000,-3634.130000000000,-3697.330000000000,-3496.940000000000,-37.967700000000,
-3168.160000000000,-3137.500000000000,-3760.560000000000,-3830.250000000000,-4204.720000000000,-3861.910000000000,-4462.360000000000,-4370.950000000000,-4669.080000000000,-4429.780000000000,-4828.940000000000,-4627.310000000000,-4699.800000000000,-4862.760000000000,-4740.590000000000,-5012.560000000000,-4616.750000000000,-4774.310000000000,-4969.310000000000,-4987.750000000000,-5059.800000000000,-5041.450000000000,-4518.730000000000,-4807.860000000000,-4835.280000000000,-4720.730000000000,-4834.000000000000,-4450.220000000000,-4763.650000000000,-4751.490000000000,-4345.090000000000,-4482.610000000000,-4425.140000000000,-3862.140000000000,-4284.130000000000,-4110.420000000000,-3750.490000000000,-3673.310000000000,-3338.430000000000,-26.896400000000,
-3683.310000000000,-3422.280000000000,-3931.060000000000,-3915.200000000000,-4307.050000000000,-4430.790000000000,-4311.950000000000,-4610.360000000000,-4279.350000000000,-4638.340000000000,-4735.130000000000,-4754.940000000000,-4823.010000000000,-4967.280000000000,-5180.570000000000,-5097.820000000000,-4763.870000000000,-4643.580000000000,-5449.100000000000,-4789.420000000000,-5242.910000000000,-5247.520000000000,-4891.920000000000,-5289.170000000000,-4894.840000000000,-5146.390000000000,-5157.790000000000,-4819.060000000000,-4658.750000000000,-4766.260000000000,-4144.950000000000,-4182.400000000000,-4633.170000000000,-4427.020000000000,-4169.020000000000,-4197.220000000000,-3950.720000000000,-3902.380000000000,-3700.310000000000,33.496600000000,
-3642.540000000000,-3807.170000000000,-3905.990000000000,-4081.500000000000,-4078.290000000000,-4416.770000000000,-4456.300000000000,-4611.900000000000,-4562.990000000000,-4684.180000000000,-4947.680000000000,-4977.730000000000,-4959.120000000000,-4975.520000000000,-5354.780000000000,-5169.690000000000,-5106.300000000000,-5315.740000000000,-5052.140000000000,-5345.580000000000,-5460.770000000000,-4819.130000000000,-5099.180000000000,-5006.620000000000,-4980.410000000000,-4992.330000000000,-5184.220000000000,-5240.890000000000,-4802.740000000000,-4842.710000000000,-4706.680000000000,-4607.610000000000,-4788.630000000000,-4591.380000000000,-4600.070000000000,-4209.470000000000,-4092.710000000000,-3915.440000000000,-4182.140000000000,-242.519000000000,
-3651.220000000000,-4187.150000000000,-4157.360000000000,-4029.910000000000,-4507.510000000000,-4517.170000000000,-4623.170000000000,-4686.390000000000,-4671.290000000000,-4787.880000000000,-4657.330000000000,-4813.630000000000,-4846.930000000000,-5226.180000000000,-5205.110000000000,-5414.800000000000,-5556.790000000000,-5156.140000000000,-4754.690000000000,-5608.510000000000,-5253.900000000000,-5389.610000000000,-5213.500000000000,-5442.730000000000,-5430.240000000000,-5217.300000000000,-5121.110000000000,-5291.260000000000,-5136.490000000000,-5192.990000000000,-5134.640000000000,-5055.390000000000,-4609.790000000000,-4319.420000000000,-4339.660000000000,-4244.360000000000,-4196.000000000000,-4049.640000000000,-4044.950000000000,-185.291000000000,
-3829.230000000000,-4223.500000000000,-4112.370000000000,-4448.630000000000,-4509.450000000000,-4816.810000000000,-4755.210000000000,-5094.180000000000,-5136.370000000000,-4972.110000000000,-4994.700000000000,-5484.160000000000,-5373.800000000000,-5531.910000000000,-5320.780000000000,-5092.770000000000,-5302.360000000000,-5331.420000000000,-5164.200000000000,-5640.700000000000,-5508.270000000000,-5234.780000000000,-5419.310000000000,-5539.980000000000,-5368.720000000000,-5124.770000000000,-5405.230000000000,-5383.260000000000,-5364.690000000000,-5360.350000000000,-5227.110000000000,-4690.030000000000,-4632.750000000000,-5000.330000000000,-4382.680000000000,-4424.330000000000,-4481.740000000000,-4057.010000000000,-4004.790000000000,-61.427200000000,
-4056.580000000000,-4062.480000000000,-4452.040000000000,-4544.470000000000,-4672.460000000000,-4846.110000000000,-4801.380000000000,-4802.550000000000,-4970.440000000000,-5133.870000000000,-5373.340000000000,-5405.900000000000,-5622.980000000000,-5587.590000000000,-5632.800000000000,-5851.350000000000,-5754.460000000000,-5502.160000000000,-5418.130000000000,-5322.250000000000,-5634.150000000000,-5889.030000000000,-5408.690000000000,-5573.660000000000,-5889.020000000000,-5378.190000000000,-5401.240000000000,-5635.830000000000,-5180.330000000000,-5244.810000000000,-5245.550000000000,-5073.920000000000,-5106.360000000000,-4643.040000000000,-4751.380000000000,-4614.080000000000,-4373.310000000000,-4361.720000000000,-4188.680000000000,181.956000000000,
-4304.290000000000,-4216.530000000000,-4477.210000000000,-4635.540000000000,-4806.750000000000,-4900.090000000000,-4716.750000000000,-5126.420000000000,-4955.330000000000,-4989.250000000000,-5307.660000000000,-5264.480000000000,-5642.330000000000,-5668.730000000000,-5748.660000000000,-5776.570000000000,-5642.030000000000,-5529.550000000000,-5762.350000000000,-5757.840000000000,-5954.130000000000,-5708.070000000000,-5758.760000000000,-5859.940000000000,-5799.430000000000,-5241.750000000000,-5295.800000000000,-5524.570000000000,-5384.560000000000,-5280.050000000000,-5376.300000000000,-5331.860000000000,-4814.370000000000,-5075.330000000000,-4883.160000000000,-4644.120000000000,-4598.590000000000,-4610.260000000000,-4322.610000000000,110.874000000000,
-4213.510000000000,-4583.560000000000,-4625.750000000000,-4769.870000000000,-4944.790000000000,-4862.990000000000,-5406.090000000000,-5669.440000000000,-5629.360000000000,-5354.680000000000,-5484.740000000000,-5550.630000000000,-5477.770000000000,-5551.990000000000,-5356.090000000000,-5684.340000000000,-5862.830000000000,-5709.870000000000,-5830.000000000000,-5629.500000000000,-6134.850000000000,-5888.070000000000,-6030.450000000000,-5747.020000000000,-6088.600000000000,-5732.490000000000,-5738.830000000000,-5761.160000000000,-5540.480000000000,-5435.970000000000,-5362.750000000000,-5398.360000000000,-5003.340000000000,-5025.490000000000,-4642.930000000000,-4772.340000000000,-4414.190000000000,-4269.890000000000,-4396.490000000000,78.024900000000,
-4092.100000000000,-4424.950000000000,-4744.640000000000,-4784.490000000000,-4383.010000000000,-5040.220000000000,-5177.000000000000,-5137.130000000000,-5249.920000000000,-5636.510000000000,-5585.980000000000,-5547.560000000000,-5748.700000000000,-5628.300000000000,-5783.090000000000,-5730.740000000000,-5588.190000000000,-5876.530000000000,-5951.210000000000,-5825.080000000000,-6019.460000000000,-5812.350000000000,-6104.290000000000,-6120.650000000000,-6227.390000000000,-5684.000000000000,-5871.090000000000,-5512.100000000000,-5011.220000000000,-5622.630000000000,-5642.350000000000,-5312.690000000000,-5485.320000000000,-5300.910000000000,-4977.100000000000,-4666.500000000000,-4735.810000000000,-4815.140000000000,136.973000000000,16.193000000000,
