  -0.0000000000,   0.0003559887,   0.0014240494,   0.0032040002,   0.0056959816,   0.0088999953,   0.0128159278,   0.0174439924,   0.0227839985,   0.0288358128,   0.0355999551,   0.0430758071,   0.0512638593,   0.0601638927,   0.0697755280,   0.0800998802,   0.0911360256,   0.1028838006,   0.1153433098,   0.1285162443,   0.1424001755,   0.1569949968,   0.1723029570,   0.1883238048,   0.2050548440,   0.2224983842,   0.2406548089,   0.2595237691,   0.2791033764,   0.2993962157,   0.3204004384,   0.3421154058,   0.3645427119,   0.3876812057,   0.4115331581,   0.4360979990,   0.4613727005,   0.4873619625,   0.5140618556,   0.5414724186,   0.5695991178,   0.5984338805,   0.6279796890,   0.6582421871,   0.6892129712,   0.7208962450,   0.7532896180,   0.7864022423,   0.8202244653,   0.8547524441,   0.8899951897,   0.9259518333,   0.9626212792,   0.9999947225,
  -0.0003560484,  -0.0000000498,   0.0010680287,   0.0028479456,   0.0053399284,   0.0085439425,   0.0124599963,   0.0170878852,   0.0224279694,   0.0284798387,   0.0352437413,   0.0427196744,   0.0509076453,   0.0598079447,   0.0694198838,   0.0797433703,   0.0907795733,   0.1025276907,   0.1149870888,   0.1281594461,   0.1420436044,   0.1566395710,   0.1719472068,   0.1879670251,   0.2046990980,   0.2221418148,   0.2402992406,   0.2591678192,   0.2787457033,   0.2990387242,   0.3200425041,   0.3417592853,   0.3641859012,   0.3873258166,   0.4111775708,   0.4357439848,   0.4610193818,   0.4870059814,   0.5137050244,   0.5411183587,   0.5692428409,   0.5980754046,   0.6276251741,   0.6578844977,   0.6888550184,   0.7205425673,   0.7529348993,   0.7860470307,   0.8198668079,   0.8543981126,   0.8896473771,   0.9255931741,   0.9622616013,   0.9996371196,
  -0.0014240100,  -0.0010680114,  -0.0000000149,   0.0017800504,   0.0042719896,   0.0074759972,   0.0113920471,   0.0160200581,   0.0213599453,   0.0274118355,   0.0341757894,   0.0416519709,   0.0498396229,   0.0587398055,   0.0683520143,   0.0786756407,   0.0897116486,   0.1014596461,   0.1139190402,   0.1270915815,   0.1409752402,   0.1555715885,   0.1708794916,   0.1868987637,   0.2036319589,   0.2210744739,   0.2392312658,   0.2580998375,   0.2776776472,   0.2979705726,   0.3189744688,   0.3406922910,   0.3631180657,   0.3862578476,   0.4101111706,   0.4346748436,   0.4599509841,   0.4859399849,   0.5126398433,   0.5400514864,   0.5681755710,   0.5970122395,   0.6265579646,   0.6568189985,   0.6877898595,   0.7194739818,   0.7518694179,   0.7849738600,   0.8187949700,   0.8533281043,   0.8885749554,   0.9245294955,   0.9611972995,   0.9985793017,
  -0.0032039206,  -0.0028479654,  -0.0017800211,  -0.0000000787,   0.0024920057,   0.0056959873,   0.0096119987,   0.0142399701,   0.0195798386,   0.0256318554,   0.0323959270,   0.0398719658,   0.0480598407,   0.0569598764,   0.0665718086,   0.0768958666,   0.0879316312,   0.0996793101,   0.1121394286,   0.1253113765,   0.1391953919,   0.1537913514,   0.1690983075,   0.1851194025,   0.2018511278,   0.2192958209,   0.2374512847,   0.2563177200,   0.2758989701,   0.2961904535,   0.3171948417,   0.3389116890,   0.3613396809,   0.3844784024,   0.4083290555,   0.4328937008,   0.4581709139,   0.4841578558,   0.5108575413,   0.5382721786,   0.5663919624,   0.5952289429,   0.6247781757,   0.6550357865,   0.6860068294,   0.7176907232,   0.7500917127,   0.7831964606,   0.8170185296,   0.8515493533,   0.8867947195,   0.9227472269,   0.9594138120,   0.9967996940,
  -0.0056960054,  -0.0053399731,  -0.0042719914,  -0.0024919897,  -0.0000000077,   0.0032039959,   0.0071199864,   0.0117479407,   0.0170878543,   0.0231398792,   0.0299037832,   0.0373799821,   0.0455678929,   0.0544676864,   0.0640796944,   0.0744037434,   0.0854396165,   0.0971882003,   0.1096471663,   0.1228188656,   0.1367031181,   0.1512999725,   0.1666070222,   0.1826273294,   0.1993590586,   0.2168042468,   0.2349580869,   0.2538277443,   0.2734064187,   0.2937003625,   0.3147012031,   0.3364199182,   0.3588476360,   0.3819849299,   0.4058393617,   0.4304017164,   0.4556775079,   0.4816677874,   0.5083646374,   0.5357797360,   0.5639021502,   0.5927394775,   0.6222860581,   0.6525466167,   0.6835187149,   0.7152013284,   0.7475944237,   0.7807050855,   0.8145243710,   0.8490558860,   0.8843009141,   0.9202513159,   0.9569280130,   0.9943002054,
  -0.0089000108,  -0.0085439833,  -0.0074759807,  -0.0056959684,  -0.0032039924,   0.0000000721,   0.0039159822,   0.0085439784,   0.0138839587,   0.0199359523,   0.0266998041,   0.0341757347,   0.0423638876,   0.0512639072,   0.0608757402,   0.0712000147,   0.0822359309,   0.0939828904,   0.1064430874,   0.1196154851,   0.1334986957,   0.1480952090,   0.1634042807,   0.1794226174,   0.1961543596,   0.2135996381,   0.2317543602,   0.2506232753,   0.2702036832,   0.2904959456,   0.3114987276,   0.3332152661,   0.3556410654,   0.3787817322,   0.4026354974,   0.4272001349,   0.4524739565,   0.4784637792,   0.5051625103,   0.5325727565,   0.5606971816,   0.5895358074,   0.6190790661,   0.6493384238,   0.6803102097,   0.7119967077,   0.7443949192,   0.7775032788,   0.8113221573,   0.8458501929,   0.8811032718,   0.9170528600,   0.9537227078,   0.9910950883,
  -0.0128160571,  -0.0124600090,  -0.0113919130,  -0.0096119242,  -0.0071199764,  -0.0039159526,   0.0000000144,   0.0046279942,   0.0099680415,   0.0160199112,   0.0227839144,   0.0302597427,   0.0384480279,   0.0473477638,   0.0569599491,   0.0672840189,   0.0783194196,   0.0900675380,   0.1025273955,   0.1156994442,   0.1295831774,   0.1441794800,   0.1594865610,   0.1755075570,   0.1922385238,   0.2096826482,   0.2278398003,   0.2467076872,   0.2662875129,   0.2865794094,   0.3075827986,   0.3292985280,   0.3517260547,   0.3748657324,   0.3987199968,   0.4232805827,   0.4485605064,   0.4745468662,   0.5012472128,   0.5286587212,   0.5567810375,   0.5856184631,   0.6151675442,   0.6454272491,   0.6764000722,   0.7080816093,   0.7404753398,   0.7735877028,   0.8074051426,   0.8419396973,   0.8771785299,   0.9131395046,   0.9497988584,   0.9871777292,
  -0.0174439828,  -0.0170879663,  -0.0160199161,  -0.0142398781,  -0.0117479934,  -0.0085439391,  -0.0046280474,   0.0000000008,   0.0053399190,   0.0113919790,   0.0181558311,   0.0256320030,   0.0338197909,   0.0427197593,   0.0523316299,   0.0626558673,   0.0736914181,   0.0854393729,   0.0978995381,   0.1110714822,   0.1249562799,   0.1395507813,   0.1548592531,   0.1708794247,   0.1876110745,   0.2050539200,   0.2232100850,   0.2420782889,   0.2616588076,   0.2819511536,   0.3029547222,   0.3246713242,   0.3470980656,   0.3702393804,   0.3940891474,   0.4186546640,   0.4439303521,   0.4699173864,   0.4966187079,   0.5240278918,   0.5521518596,   0.5809884434,   0.6105382836,   0.6407976259,   0.6717704307,   0.7034533725,   0.7358501428,   0.7689585471,   0.8027754095,   0.8373083381,   0.8725557891,   0.9085060034,   0.9451780276,   0.9825509771,
  -0.0227839559,  -0.0224280436,  -0.0213599327,  -0.0195799070,  -0.0170880542,  -0.0138840371,  -0.0099679414,  -0.0053399713,  -0.0000000198,   0.0060519936,   0.0128159949,   0.0202919768,   0.0284799597,   0.0373798959,   0.0469919292,   0.0573155234,   0.0683515755,   0.0800999824,   0.0925600491,   0.1057313586,   0.1196156879,   0.1342113525,   0.1495193925,   0.1655394108,   0.1822715087,   0.1997152088,   0.2178706617,   0.2367401195,   0.2563196108,   0.2766115117,   0.2976147819,   0.3193315546,   0.3417580408,   0.3648974723,   0.3887517972,   0.4133156176,   0.4385911837,   0.4645801822,   0.4912783289,   0.5186900119,   0.5468142874,   0.5756518104,   0.6051967092,   0.6354567078,   0.6664281377,   0.6981138541,   0.7305076305,   0.7636145795,   0.7974394070,   0.8319690689,   0.8672119396,   0.9031718794,   0.9398353351,   0.9772202033,
  -0.0288357982,  -0.0284799182,  -0.0274118870,  -0.0256319596,  -0.0231399050,  -0.0199358686,  -0.0160199651,  -0.0113919640,  -0.0060519387,   0.0000000177,   0.0067639512,   0.0142399216,   0.0224279769,   0.0313278101,   0.0409397888,   0.0512640603,   0.0622997233,   0.0740478946,   0.0865076317,   0.0996790099,   0.1135637578,   0.1281591965,   0.1434679965,   0.1594876087,   0.1762188285,   0.1936631802,   0.2118192139,   0.2306876241,   0.2502676159,   0.2705578297,   0.2915642155,   0.3132780007,   0.3357068503,   0.3588460316,   0.3827000301,   0.4072608818,   0.4325379950,   0.4585269167,   0.4852265583,   0.5126398129,   0.5407601680,   0.5695977565,   0.5991440307,   0.6294063304,   0.6603749769,   0.6920587921,   0.7244583226,   0.7575680367,   0.7913814926,   0.8259170252,   0.8611645371,   0.8971158429,   0.9337865767,   0.9711671381,
  -0.0355997057,  -0.0352437468,  -0.0341759721,  -0.0323959295,  -0.0299039056,  -0.0266998860,  -0.0227839386,  -0.0181559879,  -0.0128159194,  -0.0067639314,   0.0000000241,   0.0074759622,   0.0156639066,   0.0245638066,   0.0341757558,   0.0444997466,   0.0555360087,   0.0672838329,   0.0797438391,   0.0929159856,   0.1067998110,   0.1213958678,   0.1367036630,   0.1527234393,   0.1694553160,   0.1868989289,   0.2050551033,   0.2239225438,   0.2435030749,   0.2637940096,   0.2847987963,   0.3065152366,   0.3289427942,   0.3520827312,   0.3759338933,   0.4004991164,   0.4257748615,   0.4517632714,   0.4784627909,   0.5058749186,   0.5339985266,   0.5628339124,   0.5923839227,   0.6226408667,   0.6536108348,   0.6852957650,   0.7176951511,   0.7508040143,   0.7846223952,   0.8191498621,   0.8543994884,   0.8903474038,   0.9270255075,   0.9643946288,
  -0.0430759040,  -0.0427199376,  -0.0416519227,  -0.0398718257,  -0.0373797369,  -0.0341758441,  -0.0302597319,  -0.0256318437,  -0.0202919331,  -0.0142399501,  -0.0074759569,   0.0000000148,   0.0081879296,   0.0170879855,   0.0266999603,   0.0370237205,   0.0480596938,   0.0598080232,   0.0722676276,   0.0854395578,   0.0993236185,   0.1139194222,   0.1292271868,   0.1452471538,   0.1619796759,   0.1794242744,   0.1975798436,   0.2164466592,   0.2360260411,   0.2563184841,   0.2773223203,   0.2990400237,   0.3214651568,   0.3446068381,   0.3684578488,   0.3930228559,   0.4182970988,   0.4442873047,   0.4709864058,   0.4983992532,   0.5265218281,   0.5553588943,   0.5849058098,   0.6151674769,   0.6461362154,   0.6778212606,   0.7102148324,   0.7433268035,   0.7771459176,   0.8116790581,   0.8469179890,   0.8828812858,   0.9195382046,   0.9569266765,
  -0.0512638079,  -0.0509075752,  -0.0498397128,  -0.0480600718,  -0.0455680458,  -0.0423637692,  -0.0384476981,  -0.0338199979,  -0.0284798948,  -0.0224278969,  -0.0156639420,  -0.0081879125,   0.0000000251,   0.0088999658,   0.0185119993,   0.0288358742,   0.0398718457,   0.0516195618,   0.0640795920,   0.0772518037,   0.0911360167,   0.1057315369,   0.1210390805,   0.1370600790,   0.1537917978,   0.1712349147,   0.1893904741,   0.2082599357,   0.2278398005,   0.2481301661,   0.2691349658,   0.2908519601,   0.3132797691,   0.3364175177,   0.3602706221,   0.3848339598,   0.4101094679,   0.4360972971,   0.4627976341,   0.4902106765,   0.5183351350,   0.5471692262,   0.5767195708,   0.6069786071,   0.6379495812,   0.6696337373,   0.7020301250,   0.7351371448,   0.7689573511,   0.8034890447,   0.8387337536,   0.8746873888,   0.9113526214,   0.9487310965,
  -0.0601636467,  -0.0598075151,  -0.0587396205,  -0.0569599632,  -0.0544678075,  -0.0512637406,  -0.0473479865,  -0.0427197791,  -0.0373799056,  -0.0313278402,  -0.0245639638,  -0.0170879690,  -0.0088999467,  -0.0000000120,   0.0096119456,   0.0199358497,   0.0309719459,   0.0427197019,   0.0551799237,   0.0683517021,   0.0822353914,   0.0968318034,   0.1121397812,   0.1281599257,   0.1448910397,   0.1623348198,   0.1804910603,   0.1993586532,   0.2189383682,   0.2392305544,   0.2602343894,   0.2819510616,   0.3043790634,   0.3275197324,   0.3513689092,   0.3759340943,   0.4012090820,   0.4271975121,   0.4538983166,   0.4813120322,   0.5094365278,   0.5382687829,   0.5678153551,   0.5980754552,   0.6290474458,   0.6607327863,   0.6931268780,   0.7262353872,   0.7600564009,   0.7945888152,   0.8298339816,   0.8657873538,   0.9024525532,   0.9398380582,
